Pan I.D.,t,price,brand,feature,choice
15,170,0.086000003,2,0,0
15,171,0.086000003,2,0,0
15,172,0.086000003,2,0,0
15,173,0.086000003,2,0,0
15,174,0.086000003,2,0,0
15,175,0.086000003,2,0,0
15,176,0.086000003,2,0,0
15,177,0.086000003,2,0,0
15,178,0.063000001,2,0,0
15,179,0.063000001,2,0,0
15,180,0.063000001,2,0,0
15,181,0.063000001,2,0,0
15,182,0.063000001,2,0,0
15,183,0.063000001,2,0,0
15,184,0.086000003,2,0,0
15,185,0.063000001,2,0,0
16,1,0.081,2,0,1
16,2,0.081,2,0,0
16,3,0.086000003,2,0,0
16,4,0.086000003,2,0,0
16,5,0.086000003,2,0,0
16,6,0.086000003,2,0,0
16,7,0.086000003,2,0,0
16,8,0.086000003,2,0,0
16,9,0.064000003,2,0,0
17,1,0.097999997,2,0,0
17,2,0.097999997,2,0,1
17,3,0.081,2,0,1
17,4,0.086000003,2,0,1
17,5,0.081,2,0,1
17,6,0.086000003,2,0,0
17,7,0.086000003,2,0,1
17,8,0.086000003,2,0,1
17,9,0.086000003,2,0,1
17,10,0.086000003,2,0,0
17,11,0.086000003,2,0,0
17,12,0.086000003,2,0,0
17,13,0.086000003,2,0,0
17,14,0.086000003,2,0,1
17,15,0.086000003,2,0,1
17,16,0.086000003,2,0,0
17,17,0.086000003,2,0,0
17,18,0.086000003,2,0,0
17,19,0.086000003,2,0,0
17,20,0.086000003,2,0,0
17,21,0.086000003,2,0,0
17,22,0.086000003,2,0,0
17,23,0.086000003,2,0,1
17,24,0.086000003,2,0,0
17,25,0.086000003,2,0,0
17,26,0.086000003,2,0,1
17,27,0.086000003,2,0,1
17,28,0.086000003,2,0,0
17,29,0.086000003,2,0,0
17,30,0.086000003,2,0,1
17,31,0.086000003,2,0,0
17,32,0.086000003,2,0,1
17,33,0.086000003,2,0,0
17,34,0.086000003,2,0,1
17,35,0.086000003,2,0,0
17,36,0.086000003,2,0,0
17,37,0.086000003,2,0,0
17,38,0.086000003,2,0,0
17,39,0.086000003,2,0,1
17,40,0.086000003,2,0,0
17,41,0.086000003,2,0,0
18,1,0.081,2,0,0
18,2,0.081,2,0,0
18,3,0.086000003,2,1,0
18,4,0.081,2,0,0
18,5,0.081,2,0,0
19,1,0.081,2,0,1
19,2,0.081,2,0,1
19,3,0.081,2,0,1
19,4,0.097999997,2,0,1
19,5,0.097999997,2,0,1
19,6,0.097999997,2,0,1
19,7,0.097999997,2,0,1
19,8,0.081,2,0,1
19,9,0.081,2,0,0
19,10,0.081,2,0,1
19,11,0.081,2,0,1
19,12,0.097999997,2,0,0
19,13,0.097999997,2,0,0
19,14,0.097999997,2,0,0
19,15,0.081,2,0,1
19,16,0.081,2,0,1
19,17,0.081,2,0,1
19,18,0.081,2,0,1
19,19,0.081,2,0,1
19,20,0.081,2,0,1
19,21,0.081,2,0,1
19,22,0.081,2,0,0
19,23,0.097999997,2,0,0
19,24,0.064000003,2,0,0
19,25,0.064000003,2,0,0
19,26,0.081,2,0,1
19,27,0.097999997,2,0,1
19,28,0.081,2,0,1
19,29,0.081,2,0,0
19,30,0.081,2,0,0
19,31,0.081,2,0,0
19,32,0.081,2,0,0
19,33,0.081,2,0,1
19,34,0.081,2,0,1
19,35,0.086000003,2,0,1
19,36,0.086000003,2,0,1
19,37,0.086000003,2,0,0
19,38,0.086000003,2,0,1
19,39,0.086000003,2,0,1
19,40,0.086000003,2,0,1
19,41,0.086000003,2,0,1
19,42,0.086000003,2,0,1
19,43,0.086000003,2,0,1
19,44,0.086000003,2,0,1
19,45,0.086000003,2,0,1
19,46,0.086000003,2,0,1
19,47,0.086000003,2,0,1
19,48,0.086000003,2,0,1
19,49,0.086000003,2,0,1
19,50,0.086000003,2,0,1
19,51,0.086000003,2,0,1
19,52,0.086000003,2,0,1
19,53,0.086000003,2,0,1
19,54,0.086000003,2,0,1
19,55,0.086000003,2,0,1
19,56,0.063000001,2,1,1
19,57,0.086000003,2,0,0
19,58,0.086000003,2,0,0
19,59,0.081,2,0,0
19,60,0.086000003,2,0,1
19,61,0.086000003,2,0,1
19,62,0.063000001,2,1,1
19,63,0.063000001,2,1,1
19,64,0.086000003,2,0,1
19,65,0.086000003,2,0,1
19,66,0.086000003,2,0,1
19,67,0.086000003,2,0,1
19,68,0.086000003,2,0,1
19,69,0.063000001,2,0,1
19,70,0.063000001,2,0,1
20,1,0.081,2,0,0
20,2,0.092,2,0,0
20,3,0.092,2,0,0
20,4,0.092,2,0,0
20,5,0.081,2,0,0
20,6,0.081,2,0,0
20,7,0.081,2,0,0
20,8,0.081,2,0,0
20,9,0.081,2,0,0
20,10,0.081,2,0,0
20,11,0.044,2,0,1
20,12,0.081,2,1,0
20,13,0.081,2,1,0
20,14,0.081,2,0,0
20,15,0.081,2,0,0
20,16,0.081,2,0,0
20,17,0.088,2,0,0
20,18,0.088,2,0,0
20,19,0.081,2,0,0
20,20,0.081,2,0,0
20,21,0.081,2,0,0
20,22,0.086000003,2,0,0
20,23,0.086000003,2,0,0
20,24,0.086000003,2,0,0
20,25,0.086000003,2,0,0
20,26,0.086000003,2,0,0
20,27,0.086000003,2,0,0
20,28,0.086000003,2,0,0
20,29,0.086000003,2,0,0
20,30,0.086000003,2,0,0
20,31,0.086000003,2,0,0
20,32,0.086000003,2,0,0
20,33,0.086000003,2,0,0
21,1,0.086000003,2,0,1
21,2,0.086000003,2,0,0
21,3,0.086000003,2,0,0
21,4,0.086000003,2,0,0
21,5,0.086000003,2,0,1
21,6,0.086000003,2,0,1
21,7,0.086000003,2,0,0
21,8,0.063000001,2,1,0
21,9,0.086000003,2,0,0
21,10,0.086000003,2,0,0
21,11,0.086000003,2,0,0
21,12,0.063000001,2,1,0
21,13,0.063000001,2,1,0
21,14,0.063000001,2,1,0
21,15,0.086000003,2,0,0
21,16,0.086000003,2,0,0
21,17,0.086000003,2,0,0
21,18,0.086000003,2,0,0
21,19,0.052999999,2,0,0
22,1,0.057,2,0,0
22,2,0.081,2,0,0
22,3,0.081,2,0,0
22,4,0.081,2,0,0
22,5,0.086000003,2,0,0
22,6,0.063000001,2,1,0
22,7,0.086000003,2,0,0
23,1,0.074000001,2,0,1
23,2,0.074000001,2,0,1
23,3,0.074000001,2,0,1
23,4,0.081,2,0,1
23,5,0.081,2,0,1
23,6,0.081,2,0,1
23,7,0.081,2,0,1
23,8,0.081,2,0,1
23,9,0.081,2,0,1
23,10,0.081,2,0,1
23,11,0.081,2,0,1
23,12,0.081,2,0,1
23,13,0.081,2,0,1
23,14,0.081,2,0,1
23,15,0.081,2,0,1
23,16,0.081,2,0,1
23,17,0.081,2,0,1
23,18,0.081,2,0,1
23,19,0.086000003,2,0,0
23,20,0.086000003,2,0,0
23,21,0.086000003,2,0,0
23,22,0.092,2,0,0
23,23,0.086000003,2,0,1
23,24,0.086000003,2,0,0
23,25,0.086000003,2,0,1
23,26,0.086000003,2,0,0
23,27,0.086000003,2,0,0
23,28,0.086000003,2,0,0
23,29,0.086000003,2,0,1
23,30,0.086000003,2,0,1
23,31,0.086000003,2,0,1
23,32,0.086000003,2,0,0
23,33,0.086000003,2,0,1
23,34,0.086000003,2,0,1
23,35,0.086000003,2,0,1
23,36,0.086000003,2,0,1
23,37,0.063000001,2,0,0
23,38,0.063000001,2,0,1
23,39,0.063000001,2,0,1
23,40,0.086000003,2,0,1
23,41,0.086000003,2,0,1
23,42,0.086000003,2,0,1
23,43,0.086000003,2,0,1
24,1,0.074000001,2,0,1
24,2,0.081,2,0,1
24,3,0.081,2,1,1
24,4,0.081,2,0,1
24,5,0.097999997,2,0,0
24,6,0.081,2,1,1
24,7,0.081,2,0,1
25,1,0.086000003,2,0,0
25,2,0.086000003,2,0,0
25,3,0.086000003,2,0,0
25,4,0.086000003,2,0,0
25,5,0.086000003,2,0,0
25,6,0.086000003,2,0,0
25,7,0.086000003,2,0,0
25,8,0.086000003,2,0,0
25,9,0.086000003,2,0,0
25,10,0.086000003,2,0,0
25,11,0.086000003,2,0,0
25,12,0.086000003,2,0,0
25,13,0.086000003,2,0,0
25,14,0.086000003,2,0,0
25,15,0.086000003,2,0,0
25,16,0.086000003,2,0,0
25,17,0.086000003,2,0,0
25,18,0.086000003,2,0,0
25,19,0.086000003,2,0,0
25,20,0.063000001,2,0,1
25,21,0.063000001,2,0,1
26,1,0.061000001,2,1,1
26,2,0.086000003,2,0,1
26,3,0.086000003,2,0,0
26,4,0.086000003,2,0,0
26,5,0.086000003,2,0,1
26,6,0.086000003,2,0,0
27,1,0.061000001,2,0,1
27,2,0.061000001,2,0,1
27,3,0.048999999,2,1,1
27,4,0.048999999,2,0,1
27,5,0.061000001,2,0,1
27,6,0.081,2,0,1
27,7,0.081,2,0,1
27,8,0.081,2,0,1
27,9,0.048999999,2,1,1
27,10,0.061000001,2,0,1
27,11,0.081,2,0,1
27,12,0.081,2,0,1
27,13,0.081,2,0,1
27,14,0.081,2,0,1
27,15,0.081,2,0,1
27,16,0.081,2,0,1
27,17,0.081,2,0,1
27,18,0.081,2,0,1
27,19,0.098999999,2,1,1
28,1,0.081,2,0,1
28,2,0.081,2,0,1
28,3,0.081,2,0,1
28,4,0.081,2,0,1
28,5,0.081,2,0,1
28,6,0.081,2,0,1
28,7,0.081,2,0,1
28,8,0.081,2,0,1
28,9,0.061000001,2,0,1
28,10,0.061000001,2,0,1
28,11,0.086000003,2,0,1
29,1,0.081,2,1,1
29,2,0.081,2,0,1
29,3,0.081,2,0,1
29,4,0.081,2,0,1
29,5,0.081,2,0,1
29,6,0.081,2,0,1
29,7,0.086000003,2,0,1
29,8,0.086000003,2,0,1
29,9,0.086000003,2,0,1
29,10,0.086000003,2,0,1
29,11,0.086000003,2,0,1
29,12,0.086000003,2,0,1
29,13,0.086000003,2,0,1
30,1,0.074000001,2,0,1
30,2,0.081,2,0,1
30,3,0.081,2,0,1
30,4,0.081,2,0,1
30,5,0.081,2,0,1
30,6,0.081,2,0,0
30,7,0.081,2,0,0
30,8,0.081,2,0,0
30,9,0.081,2,0,0
30,10,0.081,2,0,0
30,11,0.086000003,2,0,0
30,12,0.086000003,2,0,0
30,13,0.086000003,2,0,0
31,1,0.086000003,2,0,0
31,2,0.086000003,2,0,0
31,3,0.086000003,2,0,0
31,4,0.086000003,2,0,0
31,5,0.086000003,2,0,0
31,6,0.086000003,2,0,0
31,7,0.086000003,2,0,0
31,8,0.086000003,2,0,0
31,9,0.086000003,2,0,0
31,10,0.086000003,2,0,0
31,11,0.086000003,2,0,0
31,12,0.086000003,2,0,0
31,13,0.063000001,2,1,0
31,14,0.063000001,2,1,0
31,15,0.086000003,2,0,0
31,16,0.086000003,2,0,0
31,17,0.086000003,2,0,0
31,18,0.063000001,2,1,0
31,19,0.063000001,2,1,0
31,20,0.063000001,2,0,0
31,21,0.063000001,2,0,0
31,22,0.063000001,2,0,0
31,23,0.086000003,2,0,0
31,24,0.086000003,2,0,0
31,25,0.086000003,2,0,0
31,26,0.086000003,2,0,0
31,27,0.086000003,2,0,0
31,28,0.086000003,2,0,0
31,29,0.086000003,2,0,0
31,30,0.086000003,2,0,0
31,31,0.086000003,2,0,0
32,1,0.086000003,2,0,0
32,2,0.086000003,2,0,0
32,3,0.086000003,2,0,1
32,4,0.086000003,2,0,0
32,5,0.086000003,2,0,0
32,6,0.086000003,2,0,1
32,7,0.086000003,2,0,0
32,8,0.086000003,2,0,0
32,9,0.086000003,2,0,0
32,10,0.086000003,2,0,0
32,11,0.086000003,2,0,0
33,1,0.074000001,2,0,1
33,2,0.074000001,2,0,1
33,3,0.074000001,2,0,1
33,4,0.048999999,2,1,1
33,5,0.081,2,0,1
33,6,0.081,2,0,1
33,7,0.081,2,1,1
33,8,0.081,2,0,1
33,9,0.081,2,1,1
33,10,0.081,2,0,1
33,11,0.081,2,0,1
33,12,0.081,2,0,1
33,13,0.081,2,0,1
33,14,0.081,2,0,1
33,15,0.081,2,0,1
33,16,0.081,2,0,1
33,17,0.081,2,0,1
33,18,0.081,2,0,1
33,19,0.081,2,0,1
33,20,0.081,2,0,1
33,21,0.081,2,0,1
33,22,0.081,2,0,1
33,23,0.081,2,0,1
33,24,0.081,2,0,1
33,25,0.081,2,0,1
33,26,0.081,2,0,1
33,27,0.081,2,0,1
33,28,0.081,2,0,1
33,29,0.081,2,0,1
33,30,0.081,2,0,1
33,31,0.081,2,0,1
33,32,0.081,2,0,1
33,33,0.068999998,2,0,1
33,34,0.068999998,2,0,1
33,35,0.068999998,2,0,1
33,36,0.041000001,2,0,1
33,37,0.081,2,0,1
33,38,0.041000001,2,0,1
33,39,0.081,2,0,1
33,40,0.081,2,0,1
33,41,0.081,2,0,1
33,42,0.081,2,0,1
33,43,0.081,2,0,1
33,44,0.081,2,0,1
33,45,0.081,2,0,1
33,46,0.081,2,0,1
33,47,0.081,2,0,1
33,48,0.081,2,0,1
33,49,0.081,2,0,1
33,50,0.081,2,0,1
33,51,0.081,2,0,1
33,52,0.081,2,0,1
33,53,0.081,2,0,1
33,54,0.081,2,0,1
33,55,0.081,2,0,1
33,56,0.081,2,0,1
33,57,0.081,2,0,1
33,58,0.081,2,0,1
33,59,0.081,2,0,1
33,60,0.081,2,0,1
33,61,0.081,2,0,1
33,62,0.081,2,0,1
33,63,0.081,2,0,1
33,64,0.081,2,0,1
33,65,0.081,2,0,1
33,66,0.074000001,2,0,1
33,67,0.081,2,0,1
33,68,0.081,2,0,1
33,69,0.081,2,0,1
33,70,0.081,2,0,1
33,71,0.081,2,0,1
33,72,0.081,2,0,1
33,73,0.081,2,0,1
33,74,0.081,2,0,1
33,75,0.081,2,0,1
33,76,0.081,2,0,1
33,77,0.081,2,0,1
33,78,0.081,2,0,1
33,79,0.081,2,0,1
33,80,0.081,2,0,1
33,81,0.081,2,0,1
33,82,0.081,2,0,1
33,83,0.081,2,0,1
33,84,0.081,2,0,1
33,85,0.081,2,0,1
33,86,0.081,2,0,1
33,87,0.081,2,0,1
33,88,0.081,2,0,1
33,89,0.081,2,0,1
33,90,0.086000003,2,0,1
33,91,0.086000003,2,0,1
33,92,0.086000003,2,0,1
33,93,0.086000003,2,0,1
33,94,0.081,2,0,1
33,95,0.081,2,0,1
33,96,0.081,2,0,1
33,97,0.086000003,2,0,1
33,98,0.081,2,0,1
33,99,0.086000003,2,0,1
33,100,0.086000003,2,0,1
33,101,0.086000003,2,0,1
33,102,0.086000003,2,0,1
33,103,0.086000003,2,0,1
33,104,0.086000003,2,0,1
33,105,0.086000003,2,0,1
33,106,0.086000003,2,0,1
33,107,0.081,2,0,1
33,108,0.086000003,2,0,1
33,109,0.086000003,2,0,1
33,110,0.086000003,2,0,1
33,111,0.086000003,2,0,1
33,112,0.086000003,2,0,1
33,113,0.086000003,2,0,1
33,114,0.086000003,2,0,1
33,115,0.086000003,2,0,1
33,116,0.086000003,2,0,1
33,117,0.081,2,0,1
33,118,0.086000003,2,0,1
33,119,0.086000003,2,0,1
33,120,0.086000003,2,0,1
33,121,0.081,2,0,1
33,122,0.086000003,2,0,1
33,123,0.086000003,2,0,1
33,124,0.086000003,2,0,1
33,125,0.086000003,2,0,1
33,126,0.086000003,2,0,1
33,127,0.086000003,2,0,1
33,128,0.086000003,2,0,1
33,129,0.086000003,2,0,1
33,130,0.086000003,2,0,1
33,131,0.086000003,2,0,1
33,132,0.086000003,2,0,1
33,133,0.086000003,2,0,1
33,134,0.081,2,0,1
33,135,0.086000003,2,0,1
33,136,0.086000003,2,0,1
33,137,0.086000003,2,0,1
33,138,0.086000003,2,0,1
33,139,0.086000003,2,0,1
33,140,0.055,2,0,1
33,141,0.086000003,2,0,1
33,142,0.086000003,2,0,1
33,143,0.086000003,2,0,1
33,144,0.086000003,2,0,1
33,145,0.086000003,2,0,1
33,146,0.086000003,2,0,1
33,147,0.086000003,2,0,1
33,148,0.086000003,2,0,1
33,149,0.086000003,2,0,1
33,150,0.086000003,2,0,1
33,151,0.086000003,2,0,1
33,152,0.086000003,2,0,1
33,153,0.086000003,2,0,1
33,154,0.086000003,2,0,1
33,155,0.086000003,2,0,1
33,156,0.086000003,2,0,1
33,157,0.086000003,2,0,1
33,158,0.086000003,2,0,1
33,159,0.086000003,2,0,1
33,160,0.086000003,2,0,1
33,161,0.086000003,2,0,1
34,1,0.088,2,0,0
34,2,0.097999997,2,0,0
34,3,0.097999997,2,0,0
34,4,0.081,2,0,0
34,5,0.081,2,0,0
34,6,0.081,2,0,0
34,7,0.081,2,0,0
34,8,0.081,2,0,0
34,9,0.097999997,2,0,0
34,10,0.081,2,0,0
34,11,0.081,2,0,0
34,12,0.081,2,0,0
34,13,0.081,2,0,0
34,14,0.097999997,2,0,0
34,15,0.081,2,0,0
34,16,0.097999997,2,0,0
34,17,0.081,2,0,0
34,18,0.081,2,0,0
34,19,0.081,2,0,0
34,20,0.081,2,0,0
34,21,0.081,2,0,0
34,22,0.081,2,0,0
34,23,0.097999997,2,0,0
34,24,0.081,2,0,0
34,25,0.081,2,0,0
34,26,0.081,2,0,0
34,27,0.081,2,0,0
34,28,0.081,2,0,0
34,29,0.081,2,0,0
34,30,0.081,2,0,0
34,31,0.081,2,0,0
34,32,0.081,2,0,0
34,33,0.081,2,0,0
34,34,0.086000003,2,0,0
34,35,0.086000003,2,0,0
34,36,0.086000003,2,0,0
34,37,0.086000003,2,0,0
34,38,0.086000003,2,0,0
34,39,0.086000003,2,0,0
34,40,0.086000003,2,0,0
34,41,0.086000003,2,0,0
34,42,0.092,2,0,0
34,43,0.092,2,0,0
34,44,0.086000003,2,0,0
34,45,0.086000003,2,0,0
34,46,0.086000003,2,0,0
34,47,0.086000003,2,0,0
34,48,0.088,2,0,0
34,49,0.086000003,2,0,0
34,50,0.086000003,2,0,0
34,51,0.086000003,2,0,0
34,52,0.086000003,2,0,0
34,53,0.086000003,2,0,0
34,54,0.086000003,2,0,0
34,55,0.086000003,2,0,0
34,56,0.086000003,2,0,0
34,57,0.086000003,2,0,0
34,58,0.086000003,2,0,0
34,59,0.086000003,2,0,0
34,60,0.086000003,2,0,0
34,61,0.086000003,2,0,0
34,62,0.086000003,2,0,0
34,63,0.086000003,2,0,0
34,64,0.086000003,2,0,0
34,65,0.086000003,2,0,0
34,66,0.086000003,2,0,0
34,67,0.086000003,2,0,0
34,68,0.086000003,2,0,0
34,69,0.086000003,2,0,0
34,70,0.086000003,2,0,0
34,71,0.063000001,2,1,0
34,72,0.086000003,2,0,0
34,73,0.086000003,2,0,0
34,74,0.086000003,2,0,0
34,75,0.086000003,2,0,0
34,76,0.086000003,2,0,0
34,77,0.086000003,2,0,0
34,78,0.063000001,2,0,0
34,79,0.086000003,2,0,0
34,80,0.063000001,2,0,0
34,81,0.063000001,2,0,0
34,82,0.063000001,2,0,0
34,83,0.063000001,2,0,0
34,84,0.063000001,2,0,0
35,1,0.081,2,0,1
35,2,0.081,2,0,1
35,3,0.081,2,0,1
35,4,0.081,2,0,1
35,5,0.081,2,0,1
35,6,0.074000001,2,0,1
35,7,0.086000003,2,0,1
35,8,0.086000003,2,0,0
35,9,0.086000003,2,0,0
35,10,0.086000003,2,0,0
35,11,0.086000003,2,0,1
35,12,0.086000003,2,0,0
35,13,0.086000003,2,0,0
35,14,0.086000003,2,0,0
35,15,0.063000001,2,0,1
35,16,0.063000001,2,0,1
35,17,0.086000003,2,0,1
35,18,0.086000003,2,0,1
35,19,0.086000003,2,0,1
35,20,0.086000003,2,0,1
36,1,0.088,2,0,1
36,2,0.088,2,0,1
36,3,0.092,2,0,1
36,4,0.097999997,2,0,0
36,5,0.097999997,2,0,0
36,6,0.097999997,2,0,0
36,7,0.097999997,2,0,0
36,8,0.097999997,2,0,0
36,9,0.097999997,2,0,0
36,10,0.097999997,2,0,0
36,11,0.097999997,2,0,0
36,12,0.097999997,2,0,0
36,13,0.097999997,2,0,0
36,14,0.097999997,2,0,0
36,15,0.086000003,2,0,0
36,16,0.086000003,2,0,0
36,17,0.086000003,2,0,0
36,18,0.086000003,2,0,0
37,1,0.097999997,2,0,1
37,2,0.097999997,2,0,1
37,3,0.081,2,0,0
37,4,0.097999997,2,0,1
37,5,0.086000003,2,0,0
37,6,0.086000003,2,0,1
37,7,0.063000001,2,1,0
37,8,0.086000003,2,0,0
38,1,0.074000001,2,0,0
38,2,0.109,2,1,0
38,3,0.081,2,0,0
38,4,0.085000001,2,0,0
38,5,0.086000003,2,0,0
38,6,0.086000003,2,0,0
38,7,0.086000003,2,0,0
38,8,0.086000003,2,0,0
38,9,0.086000003,2,0,0
38,10,0.081,2,0,0
38,11,0.086000003,2,0,0
38,12,0.086000003,2,0,0
38,13,0.086000003,2,0,0
38,14,0.086000003,2,0,0
38,15,0.086000003,2,0,0
38,16,0.086000003,2,0,0
38,17,0.086000003,2,0,0
39,1,0.097999997,2,0,1
39,2,0.097999997,2,0,1
39,3,0.081,2,0,1
39,4,0.081,2,0,0
39,5,0.086000003,2,0,0
39,6,0.086000003,2,0,0
40,1,0.096000001,2,0,0
40,2,0.096000001,2,0,0
40,3,0.092,2,0,0
40,4,0.086000003,2,0,0
40,5,0.086000003,2,0,0
40,6,0.086000003,2,0,0
40,7,0.086000003,2,0,0
40,8,0.063000001,2,1,0
41,1,0.074000001,2,0,1
41,2,0.081,2,0,1
41,3,0.081,2,0,1
41,4,0.081,2,0,1
41,5,0.081,2,0,1
41,6,0.081,2,0,1
41,7,0.081,2,0,1
41,8,0.081,2,0,1
41,9,0.081,2,0,1
41,10,0.081,2,0,1
41,11,0.081,2,0,1
41,12,0.081,2,0,1
41,13,0.081,2,0,1
41,14,0.081,2,0,1
41,15,0.081,2,0,0
41,16,0.086000003,2,0,1
41,17,0.086000003,2,0,0
41,18,0.086000003,2,0,0
41,19,0.086000003,2,0,0
41,20,0.086000003,2,0,0
41,21,0.086000003,2,0,0
41,22,0.086000003,2,0,0
41,23,0.086000003,2,0,0
42,1,0.097999997,2,0,0
42,2,0.081,2,0,1
42,3,0.081,2,0,1
42,4,0.081,2,0,0
42,5,0.081,2,0,0
42,6,0.061000001,2,1,0
42,7,0.086000003,2,0,0
43,1,0.081,2,0,0
43,2,0.081,2,0,0
43,3,0.081,2,0,0
43,4,0.081,2,0,0
43,5,0.081,2,0,0
43,6,0.081,2,0,0
43,7,0.081,2,0,0
43,8,0.081,2,0,0
43,9,0.081,2,0,0
43,10,0.081,2,0,0
43,11,0.081,2,0,1
43,12,0.081,2,0,1
43,13,0.081,2,0,0
43,14,0.081,2,0,0
43,15,0.081,2,0,1
43,16,0.081,2,0,0
43,17,0.081,2,0,0
43,18,0.081,2,0,0
43,19,0.081,2,0,0
43,20,0.097999997,2,0,0
43,21,0.097999997,2,0,0
43,22,0.097999997,2,0,0
43,23,0.097999997,2,0,0
43,24,0.097999997,2,0,0
43,25,0.097999997,2,0,0
43,26,0.097999997,2,0,0
43,27,0.081,2,0,0
43,28,0.097999997,2,0,0
43,29,0.044,2,1,1
43,30,0.082999997,2,0,0
43,31,0.082999997,2,0,0
43,32,0.086000003,2,0,0
43,33,0.086000003,2,0,0
43,34,0.086000003,2,0,0
43,35,0.086000003,2,0,0
43,36,0.086000003,2,0,0
43,37,0.086000003,2,0,0
43,38,0.086000003,2,0,0
43,39,0.086000003,2,0,0
43,40,0.086000003,2,0,0
43,41,0.086000003,2,0,0
44,1,0.081,2,0,1
44,2,0.081,2,0,1
44,3,0.081,2,0,1
44,4,0.081,2,0,1
44,5,0.081,2,0,1
44,6,0.081,2,0,1
44,7,0.081,2,0,1
44,8,0.081,2,0,1
44,9,0.061000001,2,1,1
44,10,0.081,2,0,0
44,11,0.081,2,0,0
44,12,0.081,2,0,0
44,13,0.081,2,0,0
44,14,0.086000003,2,0,1
45,1,0.086000003,2,0,0
45,2,0.086000003,2,0,0
45,3,0.086000003,2,0,0
45,4,0.086000003,2,0,0
45,5,0.063000001,2,0,1
45,6,0.063000001,2,0,1
45,7,0.086000003,2,0,0
45,8,0.086000003,2,0,0
45,9,0.050000001,2,0,0
45,10,0.063000001,2,0,0
45,11,0.063000001,2,0,1
45,12,0.063000001,2,0,0
45,13,0.086000003,2,0,0
46,1,0.081,2,0,0
46,2,0.078000002,2,1,0
46,3,0.081,2,0,0
46,4,0.081,2,0,0
46,5,0.024,2,1,1
46,6,0.081,2,1,0
46,7,0.024,2,1,1
46,8,0.081,2,0,0
46,9,0.081,2,0,0
46,10,0.086000003,2,0,0
46,11,0.086000003,2,0,0
47,1,0.074000001,2,0,0
47,2,0.074000001,2,0,0
47,3,0.074000001,2,0,0
47,4,0.081,2,0,1
47,5,0.081,2,0,1
47,6,0.081,2,0,1
47,7,0.081,2,0,1
47,8,0.081,2,0,0
47,9,0.081,2,0,0
47,10,0.081,2,0,0
47,11,0.081,2,0,0
47,12,0.081,2,0,1
47,13,0.081,2,0,1
47,14,0.079999998,2,0,0
47,15,0.081,2,0,1
47,16,0.097999997,2,0,0
47,17,0.097999997,2,0,0
47,18,0.097999997,2,0,0
47,19,0.097999997,2,0,0
47,20,0.081,2,0,1
47,21,0.081,2,0,1
47,22,0.081,2,0,1
47,23,0.097999997,2,0,0
47,24,0.097999997,2,0,0
47,25,0.081,2,0,0
47,26,0.081,2,0,0
47,27,0.081,2,0,0
48,1,0.097999997,2,0,0
48,2,0.097999997,2,0,0
48,3,0.097999997,2,0,0
48,4,0.097999997,2,0,0
48,5,0.097999997,2,0,0
48,6,0.097999997,2,0,0
48,7,0.097999997,2,0,0
48,8,0.081,2,0,0
48,9,0.086000003,2,1,0
49,1,0.061000001,2,0,0
49,2,0.081,2,0,0
49,3,0.086000003,2,0,0
49,4,0.086000003,2,0,0
49,5,0.086000003,2,0,1
49,6,0.086000003,2,0,1
49,7,0.024,2,0,1
49,8,0.086000003,2,0,1
50,1,0.097999997,2,0,0
50,2,0.061000001,2,1,1
50,3,0.097999997,2,0,0
50,4,0.048999999,2,0,1
50,5,0.048999999,2,0,1
50,6,0.086000003,2,1,1
50,7,0.063000001,2,1,1
50,8,0.063000001,2,0,1
51,1,0.074000001,2,0,1
51,2,0.074000001,2,0,1
51,3,0.074000001,2,0,1
51,4,0.074000001,2,0,1
51,5,0.081,2,0,1
51,6,0.081,2,0,1
51,7,0.081,2,0,1
51,8,0.081,2,0,1
51,9,0.081,2,0,1
51,10,0.081,2,0,1
51,11,0.081,2,0,1
51,12,0.081,2,0,1
51,13,0.081,2,0,1
51,14,0.081,2,0,1
51,15,0.0,2,1,1
51,16,0.061000001,2,1,1
51,17,0.0,2,1,1
51,18,0.081,2,0,0
51,19,0.081,2,0,1
51,20,0.081,2,0,1
51,21,0.081,2,0,1
51,22,0.081,2,0,1
51,23,0.081,2,0,1
51,24,0.081,2,0,1
51,25,0.081,2,0,1
51,26,0.081,2,0,1
51,27,0.035999998,2,0,1
51,28,0.086000003,2,0,1
51,29,0.086000003,2,0,1
51,30,0.086000003,2,0,1
51,31,0.086000003,2,0,1
51,32,0.086000003,2,0,1
51,33,0.086000003,2,0,1
51,34,0.086000003,2,0,1
51,35,0.086000003,2,0,1
51,36,0.086000003,2,0,1
51,37,0.086000003,2,0,1
51,38,0.086000003,2,0,1
51,39,0.024,2,0,1
51,40,0.086000003,2,0,1
51,41,0.086000003,2,0,1
51,42,0.086000003,2,0,1
51,43,0.086000003,2,0,1
51,44,0.086000003,2,0,1
51,45,0.086000003,2,0,1
51,46,0.086000003,2,0,1
51,47,0.086000003,2,0,1
51,48,0.086000003,2,0,1
51,49,0.086000003,2,0,1
51,50,0.086000003,2,0,1
51,51,0.086000003,2,0,1
52,1,0.081,2,0,1
52,2,0.086000003,2,0,1
52,3,0.086000003,2,0,1
52,4,0.086000003,2,0,1
52,5,0.086000003,2,0,1
52,6,0.086000003,2,0,1
53,1,0.081,2,0,0
53,2,0.081,2,0,0
